NCBI gene (formerly Entrezgene) ID,Gene name,Gene description,Gene stable ID
483310,GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:UniProtKB Gene Name;Acc:A0A8I3S696]",ENSCAFG00845027326
,,,ENSCAFG00845027327
608350,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B [Source:UniProtKB Gene Name;Acc:A0A8I3PXH1],ENSCAFG00845027328
,,,ENSCAFG00845027329
488522,VIL1,villin 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXX3],ENSCAFG00845027330
100688973,IHO1,interactor of HORMAD1 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXY2],ENSCAFG00845027331
476587,IL17RB,interleukin 17 receptor B [Source:UniProtKB Gene Name;Acc:A0A8C0PGB6],ENSCAFG00845027332
,,,ENSCAFG00845027333
,,,ENSCAFG00845027334
119867996,,,ENSCAFG00845027335
,,,ENSCAFG00845027336
,,,ENSCAFG00845027337
,,,ENSCAFG00845027338
,,,ENSCAFG00845027339
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027340
,,,ENSCAFG00845027341
609484,NOS1AP,nitric oxide synthase 1 adaptor protein [Source:UniProtKB Gene Name;Acc:A0A8I3Q0M8],ENSCAFG00845027342
477727,KDM5A,lysine demethylase 5A [Source:UniProtKB Gene Name;Acc:A0A8C0NK26],ENSCAFG00845027343
,,,ENSCAFG00845027344
611617,CDCA3,cell division cycle associated 3 [Source:UniProtKB Gene Name;Acc:A0A8C0TNM2],ENSCAFG00845027345
,U4,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ENSCAFG00845027346
612585,SHROOM4,shroom family member 4 [Source:UniProtKB Gene Name;Acc:A0A8I3SAR6],ENSCAFG00845027347
,,,ENSCAFG00845027348
,,,ENSCAFG00845027349
,,,ENSCAFG00845027350
,,,ENSCAFG00845027351
609829,FBRSL1,fibrosin like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0Z1X2],ENSCAFG00845027352
,,,ENSCAFG00845027353
,,,ENSCAFG00845027354
,U2,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ENSCAFG00845027355
,,,ENSCAFG00845027356
119874341,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027357
608274,TNFRSF9,TNF receptor superfamily member 9 [Source:UniProtKB Gene Name;Acc:A0A8I3QDG0],ENSCAFG00845027358
609253,WT1,WT1 transcription factor [Source:UniProtKB Gene Name;Acc:A0A8P0SCR5],ENSCAFG00845027359
448779,TBX2,T-box transcription factor 2 [Source:VGNC Symbol;Acc:VGNC:47171],ENSCAFG00845027360
609326,DCAF17,DDB1 and CUL4 associated factor 17 [Source:UniProtKB Gene Name;Acc:A0A8P0P6V0],ENSCAFG00845027361
,,,ENSCAFG00845027362
403778,OPN1LW,"opsin 1, medium wave sensitive [Source:NCBI gene (formerly Entrezgene);Acc:403778]",ENSCAFG00845027363
491693,OR12J1,olfactory receptor family 12 subfamily J member 1 [Source:NCBI gene (formerly Entrezgene);Acc:491693],ENSCAFG00845027364
482999,KIF3C,kinesin family member 3C [Source:UniProtKB Gene Name;Acc:A0A8P0S9U8],ENSCAFG00845027365
119867254,RNU6-635P,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027366
,,,ENSCAFG00845027367
488105,ECE2,endothelin converting enzyme 2 [Source:UniProtKB Gene Name;Acc:A0A8I3PTY2],ENSCAFG00845027368
100856715,IFT81,intraflagellar transport 81 [Source:UniProtKB Gene Name;Acc:A0A8C0RS32],ENSCAFG00845027369
,,,ENSCAFG00845027370
610614,,,ENSCAFG00845027371
,,,ENSCAFG00845027372
100686808,RFTN2,raftlin family member 2 [Source:UniProtKB Gene Name;Acc:A0A8C0RGF4],ENSCAFG00845027373
478945,RAB29,"RAB29, member RAS onco family [Source:UniProtKB Gene Name;Acc:A0A8C0T044]",ENSCAFG00845027374
484955,CDC37,"cell division cycle 37, HSP90 cochaperone [Source:UniProtKB Gene Name;Acc:A0A8C0T995]",ENSCAFG00845027375
,,,ENSCAFG00845027376
,GNG5,G protein subunit gamma 5 [Source:UniProtKB Gene Name;Acc:A0A8P0S751],ENSCAFG00845027377
,,,ENSCAFG00845027378
,,,ENSCAFG00845027379
,,,ENSCAFG00845027380
608653,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1 [Source:UniProtKB Gene Name;Acc:A0A8I3Q1C3],ENSCAFG00845027381
119868903,,,ENSCAFG00845027382
485719,SUCNR1,succinate receptor 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MZG2],ENSCAFG00845027383
,,,ENSCAFG00845027384
,,,ENSCAFG00845027385
486324,SGSM1,small G protein signaling modulator 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PU04],ENSCAFG00845027386
609435,BRD9,bromodomain containing 9 [Source:UniProtKB Gene Name;Acc:A0A8C0TW02],ENSCAFG00845027387
491925,VSIG4,V-set and immunoglobulin domain containing 4 [Source:UniProtKB Gene Name;Acc:A0A8C0TD92],ENSCAFG00845027388
475892,ATXN7L1,ataxin 7 like 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PY12],ENSCAFG00845027389
102155154,RBP1,retinol binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A8I3Q0S8],ENSCAFG00845027390
475282,DPY19L2,dpy-19 like 2 [Source:UniProtKB Gene Name;Acc:A0A8I3QGP1],ENSCAFG00845027391
,,,ENSCAFG00845027392
,,,ENSCAFG00845027393
486596,SLC38A2,solute carrier family 38 member 2 [Source:UniProtKB Gene Name;Acc:A0A8I3Q1D1],ENSCAFG00845027394
486292,VSIG10,V-set and immunoglobulin domain containing 10 [Source:UniProtKB Gene Name;Acc:A0A8I3PU45],ENSCAFG00845027395
477500,VSIG10,V-set and immunoglobulin domain containing 10 [Source:UniProtKB Gene Name;Acc:A0A8I3PU45],ENSCAFG00845027395
403419,EPB41L5,erythrocyte membrane protein band 4.1 like 5 [Source:NCBI gene (formerly Entrezgene);Acc:403419],ENSCAFG00845027396
606964,SYCP1,synaptonemal complex protein 1 [Source:UniProtKB Gene Name;Acc:A0A8C0M9W3],ENSCAFG00845027397
606800,CHKB,choline kinase beta [Source:UniProtKB Gene Name;Acc:A0A8P0TIR4],ENSCAFG00845027398
119864821,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027399
,TEX28,testis expressed 28 [Source:UniProtKB Gene Name;Acc:A0A8I3QDJ5],ENSCAFG00845027400
119867247,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027401
,,,ENSCAFG00845027402
,,,ENSCAFG00845027403
611394,CLEC1B,C-type lectin domain family 1 member B [Source:UniProtKB Gene Name;Acc:A0A8C0SIU7],ENSCAFG00845027404
,,,ENSCAFG00845027405
,,,ENSCAFG00845027406
486537,ACVR1B,activin A receptor type 1B [Source:UniProtKB Gene Name;Acc:A0A8C0P488],ENSCAFG00845027407
102155839,,,ENSCAFG00845027408
,,,ENSCAFG00845027409
610625,TIA1,TIA1 cytotoxic granule associated RNA binding protein [Source:UniProtKB Gene Name;Acc:A0A8C0P4Y0],ENSCAFG00845027410
484723,CHDH,choline dehydrogenase [Source:UniProtKB Gene Name;Acc:A0A8I3Q0X4],ENSCAFG00845027411
,,,ENSCAFG00845027412
,,,ENSCAFG00845027413
607745,GAS6,growth arrest specific 6 [Source:UniProtKB Gene Name;Acc:A0A8I3Q0T6],ENSCAFG00845027414
477810,PDCD11,programmed cell death 11 [Source:UniProtKB Gene Name;Acc:A0A8I3PU95],ENSCAFG00845027415
479595,PARK7,Parkinsonism associated deglycase [Source:UniProtKB Gene Name;Acc:A0A8I3PTM6],ENSCAFG00845027416
100687307,PENK,proenkephalin [Source:UniProtKB Gene Name;Acc:A0A8I3S6A4],ENSCAFG00845027417
486174,GBX2,gastrulation brain homeobox 2 [Source:UniProtKB Gene Name;Acc:A0A8C0T2B4],ENSCAFG00845027418
403958,RAB10,"RAB10, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:45247]",ENSCAFG00845027419
608109,SNRPC,small nuclear ribonucleoprotein polypeptide C [Source:NCBI gene (formerly Entrezgene);Acc:608109],ENSCAFG00845027420
119877863,SNRPC,small nuclear ribonucleoprotein polypeptide C [Source:NCBI gene (formerly Entrezgene);Acc:608109],ENSCAFG00845027420
,,,ENSCAFG00845027421
100855909,TEX30,testis expressed 30 [Source:UniProtKB Gene Name;Acc:A0A8I3PX52],ENSCAFG00845027422
,,,ENSCAFG00845027423
483752,SAC3D1,SAC3 domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A8P0TKT5],ENSCAFG00845027424
477759,RASGEF1A,RasGEF domain family member 1A [Source:UniProtKB Gene Name;Acc:A0A8I3Q2S4],ENSCAFG00845027425
608863,CIMIP7,ciliary microtubule inner protein 7 [Source:HGNC Symbol;Acc:HGNC:44666],ENSCAFG00845027426
,,,ENSCAFG00845027427
478312,MYO5A,myosin VA [Source:UniProtKB Gene Name;Acc:A0A8I3PYC4],ENSCAFG00845027428
,,,ENSCAFG00845027429
,,,ENSCAFG00845027430
415128,CYP2E1,cytochrome P450 family 2 subfamily E member 1 [Source:NCBI gene (formerly Entrezgene);Acc:415128],ENSCAFG00845027431
106557464,MARS2,"methionyl-tRNA synthetase 2, mitochondrial [Source:UniProtKB Gene Name;Acc:A0A8I3PY30]",ENSCAFG00845027432
607962,PLPP1,phospholipid phosphatase 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MV28],ENSCAFG00845027433
610189,CXXC4,CXXC finger protein 4 [Source:UniProtKB Gene Name;Acc:A0A8I3PXV9],ENSCAFG00845027434
491614,DIP2A,disco interacting  A [Source:VGNC Symbol;Acc:VGNC:111434],ENSCAFG00845027435
475384,ERI3,ERI1 exoribonuclease family member 3 [Source:UniProtKB Gene Name;Acc:A0A8I3PU82],ENSCAFG00845027436
485744,NKX2-2,NK2 homeobox 2 [Source:UniProtKB Gene Name;Acc:A0A8C0TJG5],ENSCAFG00845027437
476714,TYK2,tyrosine kinase 2 [Source:UniProtKB Gene Name;Acc:A0A8P0NZZ6],ENSCAFG00845027438
,,,ENSCAFG00845027439
403451,MAOB,monoamine oxidase B [Source:NCBI gene (formerly Entrezgene);Acc:403451],ENSCAFG00845027440
478947,SLC41A1,solute carrier family 41 member 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXG2],ENSCAFG00845027441
481083,TKTL1,transketolase like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0Z362],ENSCAFG00845027442
119868378,ADGRG2,adhesion G protein-coupled receptor G2 [Source:UniProtKB Gene Name;Acc:A0A8C0T2J6],ENSCAFG00845027443
,,,ENSCAFG00845027444
,,,ENSCAFG00845027445
,,,ENSCAFG00845027446
403511,GNB3,G protein subunit beta 3 [Source:NCBI gene (formerly Entrezgene);Acc:403511],ENSCAFG00845027447
,,,ENSCAFG00845027448
477563,RANBP1,RAN binding protein 1 [Source:UniProtKB Gene Name;Acc:A0A8P0PHB7],ENSCAFG00845027449
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027450
,,,ENSCAFG00845027451
100855723,GAREM2,GRB2 associated regulator of MAPK1 subtype 2 [Source:UniProtKB Gene Name;Acc:A0A8I3PY45],ENSCAFG00845027452
484771,KLHDC8B,kelch domain containing 8B [Source:UniProtKB Gene Name;Acc:A0A8I3PTK3],ENSCAFG00845027453
100686733,REC114,REC114 meiotic recombination protein [Source:UniProtKB Gene Name;Acc:A0A8I3Q1Y5],ENSCAFG00845027454
,NECTIN3,nectin cell adhesion molecule 3 [Source:UniProtKB Gene Name;Acc:A0A8I3PX89],ENSCAFG00845027455
607792,DAPL1,death associated protein like 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXX8],ENSCAFG00845027456
,,,ENSCAFG00845027457
,,,ENSCAFG00845027458
,,,ENSCAFG00845027459
477890,BPNT2,"3'(2'), 5'-bisphosphate nucleotidase 2 [Source:UniProtKB Gene Name;Acc:A0A8C0NQZ6]",ENSCAFG00845027460
482970,ROCK2,Rho associated coiled-coil containing protein kinase 2 [Source:UniProtKB Gene Name;Acc:A0A8I3QE63],ENSCAFG00845027461
,,,ENSCAFG00845027462
,,,ENSCAFG00845027463
477091,NMNAT3,nicotinamide nucleotide adenylyltransferase 3 [Source:UniProtKB Gene Name;Acc:A0A8I3PU25],ENSCAFG00845027464
488458,BOLL,"boule homolog, RNA binding protein [Source:UniProtKB Gene Name;Acc:A0A8C0TDB7]",ENSCAFG00845027465
,,,ENSCAFG00845027466
611402,CLEC12B,C-type lectin domain family 12 member B [Source:UniProtKB Gene Name;Acc:A0A8P0SI29],ENSCAFG00845027467
102157112,,,ENSCAFG00845027468
,,,ENSCAFG00845027469
,,,ENSCAFG00845027470
610892,CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1 [Source:UniProtKB Gene Name;Acc:A0A8C0TAW7],ENSCAFG00845027471
477603,ACVRL1,activin A receptor like type 1 [Source:UniProtKB Gene Name;Acc:A0A7I8AUV5],ENSCAFG00845027472
,,,ENSCAFG00845027473
,,,ENSCAFG00845027474
100855922,POGLUT2,protein O-glucosyltransferase 2 [Source:UniProtKB Gene Name;Acc:A0A8I3QDV5],ENSCAFG00845027475
,,,ENSCAFG00845027476
,,,ENSCAFG00845027477
,,,ENSCAFG00845027478
,,,ENSCAFG00845027479
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027480
475913,NUP85,nucleoporin 85 [Source:UniProtKB Gene Name;Acc:A0A8I3PY62],ENSCAFG00845027481
,,,ENSCAFG00845027482
607358,NKX2-4,NK2 homeobox 4 [Source:UniProtKB Gene Name;Acc:A0A8I3PTH3],ENSCAFG00845027483
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027484
,,,ENSCAFG00845027485
612080,SNX15,sorting nexin 15 [Source:UniProtKB Gene Name;Acc:A0A8C0TGM5],ENSCAFG00845027486
478679,SMC4,structural maintenance of chromosomes 4 [Source:UniProtKB Gene Name;Acc:A0A8C0Z407],ENSCAFG00845027487
104796233,MIR8791B,microRNA mir-8791b [Source:NCBI gene (formerly Entrezgene);Acc:104796233],ENSCAFG00845027488
481752,BLTP3A,bridge-like lipid transfer protein family member 3A [Source:UniProtKB Gene Name;Acc:A0A8I3PTT7],ENSCAFG00845027489
478796,CYBRD1,cytochrome b reductase 1 [Source:UniProtKB Gene Name;Acc:A0A8I3QDX8],ENSCAFG00845027490
106558419,,,ENSCAFG00845027491
403484,SPTAN1,"spectrin alpha, non-erythrocytic 1 [Source:UniProtKB Gene Name;Acc:A0A8P0NRA5]",ENSCAFG00845027492
100856038,PAK6,p21 (RAC1) activated kinase 6 [Source:VGNC Symbol;Acc:VGNC:111618],ENSCAFG00845027493
610219,MORC3,MORC family CW-type zinc finger 3 [Source:UniProtKB Gene Name;Acc:A0A8C0T7S3],ENSCAFG00845027494
,,,ENSCAFG00845027495
100688697,,,ENSCAFG00845027496
489636,ERRFI1,ERBB receptor feedback inhibitor 1 [Source:UniProtKB Gene Name;Acc:A0A8C0SGD8],ENSCAFG00845027497
,,,ENSCAFG00845027498
475952,RCN1,reticulocalbin 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PY67],ENSCAFG00845027499
480463,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4 [Source:VGNC Symbol;Acc:VGNC:111387],ENSCAFG00845027500
,,,ENSCAFG00845027501
,,,ENSCAFG00845027502
,,,ENSCAFG00845027503
100856745,HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:UniProtKB Gene Name;Acc:A0A8I3PXQ7],ENSCAFG00845027504
106557878,,,ENSCAFG00845027505
484995,XAB2,XPA binding protein 2 [Source:UniProtKB Gene Name;Acc:A0A8C0PGY5],ENSCAFG00845027506
100856301,BMP15,bone morphotic protein 15 [Source:UniProtKB Gene Name;Acc:A0A8C0N9Z8],ENSCAFG00845027507
477633,SLC38A1,solute carrier family 38 member 1 [Source:UniProtKB Gene Name;Acc:A0A8C0RTH1],ENSCAFG00845027508
,,,ENSCAFG00845027509
,,,ENSCAFG00845027510
100686306,SPATA46,spermatosis associated 46 [Source:UniProtKB Gene Name;Acc:A0A8C0PI54],ENSCAFG00845027511
486175,ASB18,ankyrin repeat and SOCS box containing 18 [Source:UniProtKB Gene Name;Acc:A0A8I3S6C3],ENSCAFG00845027512
,,,ENSCAFG00845027513
480587,BCAS3,BCAS3 microtubule associated cell migration factor [Source:UniProtKB Gene Name;Acc:A0A8C0PZD3],ENSCAFG00845027514
119869422,SNORA70,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156],ENSCAFG00845027515
483386,SEMA3A,semaphorin 3A [Source:UniProtKB Gene Name;Acc:A0A8I3PUB8],ENSCAFG00845027516
483633,HARBI1,harbinger transposase derived 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PY52],ENSCAFG00845027517
485582,LRRFIP2,LRR binding FLII interacting protein 2 [Source:UniProtKB Gene Name;Acc:A0A8C0MHX8],ENSCAFG00845027518
,,,ENSCAFG00845027519
,,,ENSCAFG00845027520
,,,ENSCAFG00845027521
488523,USP37,ubiquitin specific peptidase 37 [Source:NCBI gene (formerly Entrezgene);Acc:488523],ENSCAFG00845027522
,,,ENSCAFG00845027523
485539,BIVM,"basic, immunoglobulin-like variable motif containing [Source:VGNC Symbol;Acc:VGNC:109325]",ENSCAFG00845027524
475385,DMAP1,DNA methyltransferase 1 associated protein 1 [Source:UniProtKB Gene Name;Acc:A0A8I3Q216],ENSCAFG00845027525
478654,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [Source:UniProtKB Gene Name;Acc:A0A8I3S6C6]",ENSCAFG00845027526
612587,,,ENSCAFG00845027527
489486,ALOX12B,"arachidonate 12-lipoxygenase, 12R type [Source:UniProtKB Gene Name;Acc:A0A8C0P4Q0]",ENSCAFG00845027528
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027529
477299,SUPT20H,"SPT20 homolog, SAGA complex component [Source:UniProtKB Gene Name;Acc:A0A8C0NIZ6]",ENSCAFG00845027530
478760,TANC1,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:UniProtKB Gene Name;Acc:A0A8I3Q2V1]",ENSCAFG00845027531
106557589,C22H13orf46,chromosome 22 C13orf46 homolog [Source:VGNC Symbol;Acc:VGNC:54926],ENSCAFG00845027532
,,,ENSCAFG00845027533
,,,ENSCAFG00845027534
,,,ENSCAFG00845027535
477697,CLEC12A,C-type lectin domain family 12 member A [Source:UniProtKB Gene Name;Acc:A0A8C0NWN3],ENSCAFG00845027536
478961,ESRRG,estrogen related receptor gamma [Source:UniProtKB Gene Name;Acc:A0A8I3Q340],ENSCAFG00845027537
478283,GOLM2,golgi membrane protein 2 [Source:UniProtKB Gene Name;Acc:A0A8C0NI08],ENSCAFG00845027538
100686626,P3H3,prolyl 3-hydroxylase 3 [Source:UniProtKB Gene Name;Acc:A0A8I3PU70],ENSCAFG00845027539
488430,CERKL,ceramide kinase like [Source:UniProtKB Gene Name;Acc:A0A8I3PZ40],ENSCAFG00845027540
609826,H1-8,H1.8 linker histone [Source:UniProtKB Gene Name;Acc:A0A8I3Q1C4],ENSCAFG00845027541
,,,ENSCAFG00845027542
,,,ENSCAFG00845027543
,U3,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],ENSCAFG00845027544
,,,ENSCAFG00845027545
,,,ENSCAFG00845027546
,,,ENSCAFG00845027547
486817,LCOR,ligand dependent nuclear receptor corepressor [Source:VGNC Symbol;Acc:VGNC:111549],ENSCAFG00845027548
100856121,ANKRD63,ankyrin repeat domain 63 [Source:UniProtKB Gene Name;Acc:A0A8C0TY23],ENSCAFG00845027549
,,,ENSCAFG00845027550
,ANKRD33,ankyrin repeat domain 33 [Source:UniProtKB Gene Name;Acc:A0A8C0T394],ENSCAFG00845027551
489637,SLC45A1,solute carrier family 45 member 1 [Source:UniProtKB Gene Name;Acc:A0A8C0MHJ3],ENSCAFG00845027552
,,,ENSCAFG00845027553
609764,EFCAB10,EF-hand calcium binding domain 10 [Source:VGNC Symbol;Acc:VGNC:111481],ENSCAFG00845027554
490905,CACNG5,calcium voltage-gated channel auxiliary subunit gamma 5 [Source:UniProtKB Gene Name;Acc:A0A8C0LQX7],ENSCAFG00845027555
,,,ENSCAFG00845027556
488661,OLFML2B,olfactomedin like 2B [Source:UniProtKB Gene Name;Acc:A0A8I3PU13],ENSCAFG00845027557
491926,HEPH,hephaestin [Source:UniProtKB Gene Name;Acc:A0A8I3PYI1],ENSCAFG00845027558
119866274,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027559
106557462,PM20D1,peptidase M20 domain containing 1 [Source:UniProtKB Gene Name;Acc:A0A8I3PXW6],ENSCAFG00845027560
,,,ENSCAFG00845027561
,U3,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],ENSCAFG00845027562
119866645,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027563
481184,CPT1B,carnitine palmitoyltransferase 1B [Source:UniProtKB Gene Name;Acc:A0A8I3Q2C9],ENSCAFG00845027564
,,,ENSCAFG00845027565
,,,ENSCAFG00845027566
487750,CHAF1B,chromatin assembly factor 1 subunit B [Source:UniProtKB Gene Name;Acc:A0A8C0PQN4],ENSCAFG00845027567
,,,ENSCAFG00845027568
477133,XRN2,5'-3' exoribonuclease 2 [Source:UniProtKB Gene Name;Acc:A0A8I3SAZ6],ENSCAFG00845027569
119866279,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027570
609934,PRKCE,protein kinase C epsilon [Source:UniProtKB Gene Name;Acc:A0A8I3Q258],ENSCAFG00845027571
119866637,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027572
119866289,,,ENSCAFG00845027573
,,,ENSCAFG00845027574
612593,NUDT11,nudix hydrolase 11 [Source:UniProtKB Gene Name;Acc:A0A8C0S1X2],ENSCAFG00845027575
491890,NUDT11,nudix hydrolase 11 [Source:UniProtKB Gene Name;Acc:A0A8C0S1X2],ENSCAFG00845027575
119879134,NUDT11,nudix hydrolase 11 [Source:UniProtKB Gene Name;Acc:A0A8C0S1X2],ENSCAFG00845027575
119879086,NUDT11,nudix hydrolase 11 [Source:UniProtKB Gene Name;Acc:A0A8C0S1X2],ENSCAFG00845027575
119878067,NUDT11,nudix hydrolase 11 [Source:UniProtKB Gene Name;Acc:A0A8C0S1X2],ENSCAFG00845027575
478499,TET2,tet methylcytosine dioxygenase 2 [Source:UniProtKB Gene Name;Acc:A0A8I3Q1L1],ENSCAFG00845027576
102152460,KLF18,KLF transcription factor 18 [Source:UniProtKB Gene Name;Acc:A0A8I3QE50],ENSCAFG00845027577
484836,NXNL1,nucleoredoxin like 1 [Source:UniProtKB Gene Name;Acc:A0A8C0SKM5],ENSCAFG00845027578
,,,ENSCAFG00845027579
,,,ENSCAFG00845027580
493763,RHO,rhodopsin [Source:NCBI gene (formerly Entrezgene);Acc:493763],ENSCAFG00845027581
478797,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2 [Source:UniProtKB Gene Name;Acc:A0A8P0SHL5],ENSCAFG00845027582
480826,SYCE1,synaptonemal complex central element protein 1 [Source:UniProtKB Gene Name;Acc:A0A8P0NMH3],ENSCAFG00845027583
,,,ENSCAFG00845027584
,,,ENSCAFG00845027585
,,,ENSCAFG00845027586
100856190,PLCB2,phospholipase C beta 2 [Source:UniProtKB Gene Name;Acc:A0A8I3Q1R1],ENSCAFG00845027587
611528,PET100,PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038],ENSCAFG00845027588
,,,ENSCAFG00845027589
477093,CLSTN2,calsyntenin 2 [Source:UniProtKB Gene Name;Acc:A0A8I3PUC7],ENSCAFG00845027590
100687968,,,ENSCAFG00845027591
479536,MIER1,MIER1 transcriptional regulator [Source:UniProtKB Gene Name;Acc:A0A8I3QEI6],ENSCAFG00845027592
,,,ENSCAFG00845027593
477415,IQCA1,IQ motif containing with AAA domain 1 [Source:UniProtKB Gene Name;Acc:A0A8C0NVB6],ENSCAFG00845027594
487972,CD96,CD96 molecule [Source:UniProtKB Gene Name;Acc:A0A8I3Q1N4],ENSCAFG00845027595
,,,ENSCAFG00845027596
477564,TRMT2A,tRNA methyltransferase 2 homolog A [Source:UniProtKB Gene Name;Acc:A0A8C0NUH0],ENSCAFG00845027597
119868914,,,ENSCAFG00845027598
487210,SLC38A9,solute carrier family 38 member 9 [Source:UniProtKB Gene Name;Acc:A0A8C0MIZ5],ENSCAFG00845027599
100684979,KLF17,KLF transcription factor 17 [Source:UniProtKB Gene Name;Acc:A0A8P0SAB6],ENSCAFG00845027600
,,,ENSCAFG00845027601
100687332,TMEM221,transmembrane protein 221 [Source:UniProtKB Gene Name;Acc:A0A8I3SAX4],ENSCAFG00845027602
102151698,FAM110B,family with sequence similarity 110 member B [Source:UniProtKB Gene Name;Acc:A0A8C0NMR6],ENSCAFG00845027603
486934,DOCK1,dedicator of cytokinesis 1 [Source:UniProtKB Gene Name;Acc:A0A8P0NEX7],ENSCAFG00845027604
610720,SLAIN1,SLAIN motif family member 1 [Source:UniProtKB Gene Name;Acc:A0A8C0RCU2],ENSCAFG00845027605
487637,NPTN,neuroplastin [Source:UniProtKB Gene Name;Acc:A0A8I3Q1B9],ENSCAFG00845027606
485777,TRMT6,tRNA methyltransferase 6 non-catalytic subunit [Source:UniProtKB Gene Name;Acc:A0A8C0QPE5],ENSCAFG00845027607
119868435,EZHIP,EZH inhibitory protein [Source:UniProtKB Gene Name;Acc:A0A8I3PYA3],ENSCAFG00845027608
100855935,ERCC5,"ERCC excision repair 5, endonuclease [Source:UniProtKB Gene Name;Acc:A0A8I3PZL5]",ENSCAFG00845027609
474963,SUMO2,small ubiquitin like modifier 2 [Source:NCBI gene (formerly Entrezgene);Acc:474963],ENSCAFG00845027610
478858,PLCL1,phospholipase C like 1 (inactive) [Source:UniProtKB Gene Name;Acc:A0A8C0THJ3],ENSCAFG00845027611
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027612
,,,ENSCAFG00845027613
,,,ENSCAFG00845027614
,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ENSCAFG00845027615
,RPS3A,ribosomal protein S3A [Source:UniProtKB Gene Name;Acc:A0A8I3SAX6],ENSCAFG00845027616
,,,ENSCAFG00845027617
492249,EMD,emerin [Source:UniProtKB Gene Name;Acc:A0A8C0Z3I8],ENSCAFG00845027618
476998,RASA3,RAS p21 protein activator 3 [Source:UniProtKB Gene Name;Acc:A0A8C0SAB5],ENSCAFG00845027619
